

acc
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.9310986995697021 | 0.5190476179122925 | 0.3048780560493469 |
| 2 | 0.9659090638160706 | 0.6605504751205444 | 0.6024096608161926 |
| 3 | 0.9206641912460327 | 0.5115207433700562 | 0.2857142984867096 |
| 4 | 0.9490908980369568 | 0.594059407711029 | 0.3636363744735718 |
| 5 | 0.937381386756897 | 0.5851528644561768 | 0.31506848335266113 |
| 6 | 0.9591836929321289 | 0.6081081032752991 | 0.2647058963775635 |
| 7 | 0.9357798099517822 | 0.5192307829856873 | 0.25 |
| 8 | 0.9657142758369446 | 0.6184210777282715 | 0.42105263471603394 |
| 9 | 0.9270073175430298 | 0.5067873597145081 | 0.30000001192092896 |
| 10 | 0.9433272480964661 | 0.6288659572601318 | 0.46590909361839294 |
| average | 0.9435156583786011 | 0.5751744389533997 | 0.3573374509811401 |

loss
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.3462700843811035 | 3.630403995513916 | 6.2826313972473145 |
| 2 | 0.20754124224185944 | 1.9422376155853271 | 2.979490041732788 |
| 3 | 0.4957267940044403 | 3.488509178161621 | 5.188406467437744 |
| 4 | 0.2756806015968323 | 2.6194188594818115 | 6.474323749542236 |
| 5 | 0.4004882574081421 | 2.4297685623168945 | 5.964469909667969 |
| 6 | 0.1860966831445694 | 2.0494914054870605 | 7.332704067230225 |
| 7 | 0.33390259742736816 | 2.3160669803619385 | 4.811129570007324 |
| 8 | 0.21254678070545197 | 2.1269025802612305 | 4.600955009460449 |
| 9 | 0.32599544525146484 | 2.7271878719329834 | 5.228770732879639 |
| 10 | 0.2716965079307556 | 1.8740746974945068 | 3.6335084438323975 |
| average | 0.30559449940919875 | 2.520406174659729 | 5.249638938903809 |
