

acc
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.9929999709129333 | 0.9641255736351013 | 0.9891696572303772 |
| 2 | 0.9925631880760193 | 0.9704433679580688 | 0.9892857074737549 |
| 3 | 0.9876298904418945 | 0.9494949579238892 | 0.9857650995254517 |
| 4 | 0.9955335259437561 | 0.9802955389022827 | 0.9893617033958435 |
| 5 | 0.989531397819519 | 0.9648241400718689 | 0.993220329284668 |
| average | 0.9916515946388245 | 0.9658367156982421 | 0.9893604993820191 |

loss
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.04149891063570976 | 0.15293356776237488 | 0.11383228749036789 |
| 2 | 0.04371387138962746 | 0.13737145066261292 | 0.056023892015218735 |
| 3 | 0.054187577217817307 | 0.11717072129249573 | 0.14082501828670502 |
| 4 | 0.027791477739810944 | 0.07308334857225418 | 0.050031088292598724 |
| 5 | 0.05457697808742523 | 0.3347029685974121 | 0.059104375541210175 |
| average | 0.9916515946388245 | 0.9658367156982423 | 0.989360499382019 |
