

acc
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 0.7272727489471436 | 0.76106196641922 | 0.7325581312179565 |
| 2 | 0.7250000238418579 | 0.6972972750663757 | 0.75 |
| 3 | 0.6777777671813965 | 0.6760563254356384 | 0.7368420958518982 |
| 4 | 0.7414448857307434 | 0.747706413269043 | 0.8588235378265381 |
| 5 | 0.7723132967948914 | 0.8155339956283569 | 0.837837815284729 |
| average | 0.7287617444992065 | 0.7395311951637268 | 0.7832123160362243 |

loss
| count/眼镜 | 1 | 5 | 6 |
| --------: | -: | -: | -: |
| 1 | 1.2996947765350342 | 1.265355110168457 | 0.9203951358795166 |
| 2 | 1.4102486371994019 | 1.6275476217269897 | 0.9312302470207214 |
| 3 | 1.3472990989685059 | 1.778964877128601 | 1.0416909456253052 |
| 4 | 1.139885425567627 | 1.3269877433776855 | 0.7363423109054565 |
| 5 | 1.2593384981155396 | 0.9146506190299988 | 0.5721426010131836 |
| average | 1.2912932872772216 | 1.3827011942863465 | 0.8403602480888367 |
